2	640634584	1	
3	586951571	1	
4	1043343571	1	1
5	952210011		1
6	1146809968	1	1
7	7081517635		1
8	6609086647	1	
9	745409469		
10	7296959935		
13	5652647817		
16	1111012690		
17	7268340913		
18	6000127218		
21	5528259372		
23	1964059133	1	
24	900435125		
28	6520695496		
31	6297007580		
32	7697253625		
33	5132389396		
36	5510249453		
40	7130220958		
41	5861300074		
42	6443491820	1	
43	1387959399		
45	7356596217		
46	5824797839		
48	5995011649		
50	6053187547		
51	1789183383		
55	5969544163		
64	5206270516		
65	6035979955		
66	1084966807		
68	6162414673		
70	7268561938		
73	6557366568		
78	6450786483		
82	7623094698		
87	6709344727		
91	7535183890		
92	7095795095		
93	7748419127		
94	5786424890		
95	6350236397		
96	2141512601		
99	6863016014	1	
101	5005629559		
103	1131510909		
107	6344414029		
108	6308728547	1	
109	996710949	1	
110	5384288054	1	
111	7079638044	1	
114	981008022	1	
115	6398668024	1	
120	981986054		
121	950395617	1	
123	6309223713	1	
124	6512491939	1	
125	6722119319	1	
126	803572796	1	
127	7765795935	1	
128	5073682768	1	
130	5220909605	1	
131	7229741285	1	
132	5109150114		
134	5115604340	1	
136	5745496215	1	
139	6773065157	1	
140	5265671200	1	
141	5440937785	1	
142	6775003707	1	
145	7258476320	1	
146	5636873100	1	
147	6686729874	1	
148	6092784671	1	
149	7382055282	1	
151	7536094438	1	
152	7085879672	1	
153	6678459347	1	
154	6325746314	1	
155	1541668164	1	
157	5731817196	1	
159	7552848477	1	
160	8094650366	1	
161	5932542479	1	
162	5932542479		
163	259545664	1	
165	6883916325	1	
166	6523871012	1	
167	6590432983	1	
169	6744150962	1	
170	7594163473		
171	5148694565	1	
173	1910912628		
174	5196882960	1	
175	6488470658	1	
176	5826499361	1	
177	5147913324	1	
178	6241899049	1	
179	5455466730		
180	5577983798	1	
182	6491635503	1	
183	1706475060		
184	6931257485	1	
185	1896027798	1	
186	6475666845	1	
187	7450783210		
188	7825240226	1	
189	6629610141		
190	5784391774		
191	5034110844	1	
192	6842648354	1	
193	1943594427	1	
194	1647409909	1	
195	5330293450	1	
196	5176680320		
197	5024375492	1	
198	1963288104	1	
199	6972754243	1	
200	7032099928	1	
201	5432313432	1	
202	5783540585	1	
203	1722248136	1	
204	5069223577	1	
205	1676869780	1	
206	7450186541	1	
207	5427152668		
208	5253774588	1	
209	7735481169	1	
211	6337111724	1	
213	6133372777	1	
214	7325991769	1	
216	6586982520	1	
217	1869057307	1	
218	6341244833	1	
219	6908916459		
220	6550393392	1	
221	1206294765	1	
223	5930053137	1	
224	6548974563	1	
225	7255427551	1	
227	6263219163	1	
228	6171271314	1	
229	6482194617	1	
230	5817803627		
232	496737736	1	
233	5113078046		
234	5838411377	1	
235	6478490195		
236	6572955429	1	
238	2093994428	1	
240	1853472625		
241	7232457286	1	
242	6729718753		
243	6289284978		
244	1303556058	1	
245	983214298	1	
246	1487652455	1	
247	5269159477	1	
248	1914403135	1	
249	941560827	1	
250	7695859872	1	
251	1156665851		
252	5889568008	1	
253	7163854828	1	
254	6768607262	1	
255	7032212383	1	
256	1121645752	1	
257	5740559464	1	
259	6659101526	1	
260	7197330460	1	
261	5120015638	1	
263	6070814882		
264	5348778718		
265	1919510724	1	
266	7044511914	1	
268	5271606187		
269	5548246117	1	
270	5949091715		
271	1384883426	1	
272	6816230453		
274	734349143		
275	1404876977		
277	6877874706	1	
279	6585639955	1	
280	5683899485	1	
281	7281356002	1	
283	6267478475	1	
284	5737380147		
285	7100547140		
287	6578113756	1	
289	1534973663	1	
290	6275493629	1	
292	6711126727	1	
295	1552274661	1	
296	5143685903	1	
297	403115090	1	
298	7445915055	1	
300	6957169006	1	
301	6472806823	1	
302	5519645863	1	
303	7690608672	1	
305	2096259863	1	
307	1481293977	1	
308	1374130190	1	
309	7282328921	1	
311	1788450766	1	
312	1817058212		
313	5206317889		
314	5724167523	1	
315	5090483645		
316	6285528962	1	
317	6771762333		
318	5476716181		
320	7107841139	1	
322	954234040	1	
323	6679355299	1	
325	5929023977	1	
326	1848198124		
327	7142995284	1	
328	6730439021		
329	5628928871	1	
330	7041007217	1	
331	5883380093	1	
333	7085930230	1	
334	1605442463	1	
335	6812358492	1	
337	5228889541	1	
338	5665858332	1	
339	7414778973	1	
340	6213339382		
341	6453380826	1	
342	7429610062	1	
343	5596204837		
344	1103811471		
345	5767741950		
346	6538466221	1	
347	5691649516	1	
348	7033891047	1	
349	6911944992	1	
350	7548624887		
351	6403142193	1	
352	5072918698	1	
353	6499463136		
354	7997945857		
356	7168520581		
357	5337543750		
358	821821098	1	
359	5648834118	1	
361	6616905497	1	
362	7684210358		
364	1228201773	1	
365	7415203813	1	
366	6723822471		
368	5769753078	1	
370	5804684294		
371	1678361290		
373	5865102280	1	
374	5850198517		
375	5214168133		
376	6277985402		
377	6537108913	1	
378	1707063299	1	
379	5236648434	1	
380	1178461173	1	
381	6266827968	1	
382	5129080242	1	
383	6479064377	1	
384	7408724049	1	
385	7239320144	1	
386	5581235946		
387	6196433791	1	
388	6576636612	1	
389	6543655934		
390	1689489802	1	
391	7619781445		
392	7026566657	1	
394	7093811224	1	
395	6572010543	1	
396	7215647669	1	
397	7781391639		
399	6813261047		
400	7098840996		
401	5854962607	1	
402	5670367620	1	
403	7108301225	1	
404	6875747167		
405	7419371256	1	
407	6500840667	1	
409	5163882271		
410	8005354852		
412	7494162200	1	
413	6120714254	1	
414	7094128542	1	
415	7003959609	1	
416	7862771208	1	
417	7248541017	1	
418	7093269974	1	
419	7457419378		
420	7406013768		
421	6523812836		
422	7259544699		
423	5825174940	1	
424	6247976127	1	
425	5931903256		
426	5922514865	1	
427	7009074964	1	
428	5415158084		
429	5411932417		
430	5507296864		
432	6139582510		
434	5235992590	1	
435	6858327809		
436	5668357954		
437	6315329998	1	
438	5283480559	1	
439	6917477770	1	
440	7272765537	1	
442	1304506422	1	
444	7046745210	1	
446	5750256939	1	
447	7356694277	1	
448	6075967314	1	
451	5491508358	1	
452	5913362452		
454	6704984475	1	
456	6714193261	1	
457	6101537555		
458	6789909463		
459	6924929081		
460	6099659081	1	
461	7101880516		
464	5949568296	1	
465	6978293758		
467	5854822007	1	
470	6262628721	1	
471	5468055691		
472	5276080489		
473	5477468128	1	
474	5095779283		
476	2061779649	1	
477	7253141315	1	
478	6550244075	1	
479	7305025155	1	
481	7461160174	1	
482	6058949709		
483	873793075		
484	5166685371		
485	5832280474		
487	5823362582		
488	6015767256	1	
489	1787400791	1	
490	7010719888	1	
491	6217741930	1	
492	5463461719	1	
493	6715809762	1	
494	7040592576	1	
495	5655081891	1	
497	8176486723	1	
499	6724789528		
500	5418468012	1	
501	757221154	1	
503	6460137098	1	
504	5768621734	1	
505	5777350205	1	
506	5489981823	1	
507	7313731753	1	
508	5150106093	1	
510	5393451342	1	
512	6832247214	1	
514	5176204814	1	
515	5686455229	1	
516	6352522330	1	
517	1052782403		
518	5649579806		
519	7224634577		
520	5672287957	1	
521	5330208206		
522	8198201720	1	
523	6925291034	1	
524	6780794459		
525	1787925636		
526	6939643345		
527	6588398236		
528	7046200157		
529	5777699014	1	
530	7402703604	1	
531	5636163032		
532	7030215989		
533	7329119214	1	
534	6988230874		
535	6638618938		
536	6338319407	1	
537	6800016315	1	
539	7272399888		
540	6664980230		
542	6091715482		
543	7145142795	1	
544	5005238069		
545	6763640908		
546	1772861582	1	
547	5132632678		
548	7274124663	1	
549	5787205211		
551	5280681260	1	
552	7700500588	1	
553	5973469764		
554	1408729797	1	
555	5605282770	1	
556	6969686289	1	
557	6513207549	1	
559	1038452162	1	
560	1112896061	1	
561	1518489384	1	
562	7497522981	1	
563	7031637805		
564	6989683360	1	
565	7404298335	1	
566	6922331192		
567	6101981986		
568	7345249908		
569	1977866679	1	
570	6446943204		
571	5657531584		
573	5135586890		
575	6280274268	1	
576	5977482024	1	
577	6926669891	1	
578	7527481726		
579	5178667479		
580	1786325284	1	
581	2035959356	1	
582	7313238779	1	
583	6114916409	1	
584	7715987922		
585	6974134713		
587	6975123343	1	
588	5614596745	1	
589	6502583640	1	
590	2073423043	1	
591	1499613728		
592	6955990056	1	
593	6766422270		
594	7823092730	1	
595	1464495269	1	
596	5658565521	1	
597	6718152401	1	
599	6875765475		
600	6678756001	1	
602	5802122958	1	
604	7073641415	1	
605	6146783087	1	
606	1941761417	1	
607	5825782113	1	
608	6497009555		
609	5548028972		
611	5965966331		
612	6127237571	1	
613	6921730118		
615	7474005225		
616	6082351510	1	
617	7204418803	1	
619	7302522425	1	
620	6169070260		
621	7766444082	1	
623	7314583536	1	
624	7226109824		
625	1533278445		
626	7835374818	1	
627	7204860741		
628	7094555722		
629	6731643723		
630	7129432920	1	
632	5549605029	1	
636	6734248547		
637	6797389514	1	
638	7572141156		
639	5232717216	1	
640	7219546938		
641	1268265449	1	
642	5041030464		
644	5472341540	1	
646	6470627228		
647	6491611342		
648	1837268777	1	
649	6098752594	1	
651	6740708585	1	
652	7197691501		
653	7354405275		
654	7169161434	1	
655	7080340594	1	
656	6331797063	1	
657	7426167899	1	
659	7546703012	1	
660	6548021032	1	
661	6698706183		
663	6133237772		
664	5930475456	1	
665	6076699013		
666	7392539846	1	
667	6540829111	1	
670	6885444720	1	
671	6395653735		
672	1365092203	1	
674	6426517497	1	
675	6761934465	1	
676	7990647099	1	
677	6606892539		
678	5037853493	1	
679	5103434204	1	
680	5171086004	1	
681	6548374168		
682	6045606716	1	
683	7867978178	1	
684	6244860115	1	
686	7971542296	1	
687	6249310733	1	
688	6897623143	1	
689	6050910841	1	
691	7482768007		
692	6757443055	1	
693	6305819499		
694	6709776420	1	
695	6657719948	1	
696	6694804826		
697	6083606877	1	
698	6218995426	1	
699	1383611635	1	
700	6325324912	1	
701	1512849940		
702	7188323749	1	
703	7266537006	1	
705	6497352673	1	
706	7454670957	1	
707	7203520556	1	
708	7446415089	1	
709	6241920773	1	
710	7187380969		
711	7874861068		
712	7230506424	1	
713	5685492047	1	
714	5156183769	1	
715	6408134574	1	
716	6657294377		
717	6646159660	1	
718	5177101074		
719	6770614391		
720	7759298364		
721	5577929780	1	
722	7556285705		
723	7925748728		
724	6572914847		
725	961434432	1	
727	6631505467		
728	6852065828	1	
731	5398195858	1	
732	6118272136	1	
735	5588124288	1	
736	5612149399		
739	5050438946	1	
740	7008386154		
744	5147372825	1	
747	6831249395	1	
748	6194974006		
749	7197271062	1	
750	6433902168	1	
751	800984115	1	
753	6677566891		
754	5703439107		
755	7291306577	1	
756	6765622466	1	
758	6573281036	1	
759	6449754193	1	
760	7639380117	1	
761	1641776554	1	
762	5429252529		
763	5727712927	1	
764	6930703763		
765	7184124686	1	
766	5443030338	1	
767	6876939185		
768	6197780851	1	
769	6737655785	1	
771	6181445830		
772	6431902341		
774	6389758638	1	
776	6965794634		
777	6743011028	1	
778	7047250354		
779	7228811372		
780	6728306514	1	
